28
4
18
2
7 11
7 9 6 6
1 2 3 4 5 6 7
8 9 10 11 12 13 14 15 16
17 18 19 20 21 22
23 24 25 26 27 28 
1 6
2 6
3 1
4 5
999999.00 529.53 1158.02 771.75 482.60 332.42 1217.42 364.01 616.12 629.36 1249.08 540.37 456.95 1238.22 948.47 574.89 1488.39 1134.06 817.43 671.19 320.16 1422.39 864.00 282.31 978.67 756.64 460.11 186.01 820.060974 
529.53 999999.00 730.07 572.71 388.97 572.80 1435.44 860.52 620.97 359.03 1129.69 837.38 466.90 967.47 769.42 796.30 1142.32 817.86 819.88 272.95 228.25 1168.42 1280.82 650.00 1086.00 490.41 864.00 677.79 418.688385
1158.02 730.07 999999.00 1218.28 712.53 990.20 2160.02 1521.22 769.03 1028.25 1735.40 1149.35 1194.74 1467.31 1385.71 1526.34 1511.99 1299.73 1516.44 890.22 852.35 1652.45 1990.60 1355.18 1796.55 451.77 1570.13 1233.21 338.378510
771.75 572.71 1218.28 999999.00 930.00 1009.60 1006.23 910.22 1160.69 213.78 557.32 1271.38 325.58 466.48 200.00 539.35 728.35 376.43 326.50 331.21 674.76 653.91 1098.95 648.15 614.00 1062.31 778.78 957.18 962.548706
482.60 388.97 712.53 930.00 999999.00 282.84 1647.54 841.19 233.45 721.11 1482.73 499.30 724.22 1351.48 1130.00 984.78 1531.01 1205.40 1118.26 659.70 272.03 1551.93 1346.18 735.53 1348.52 278.57 936.06 523.93 393.192108
332.42 572.80 990.20 1009.60 282.84 999999.00 1549.45 636.55 306.10 824.62 1531.83 269.26 732.46 1465.37 1203.04 905.21 1682.38 1337.54 1120.04 809.94 360.56 1660.27 1159.74 614.65 1304.19 543.32 779.36 280.18 676.017822
1217.42 1435.44 2160.02 1006.23 1647.54 1549.45 999999.00 992.98 1825.29 1148.56 816.15 1718.40 968.76 1141.10 934.08 662.87 1421.27 1208.39 679.78 1292.75 1388.09 1169.66 619.84 935.20 395.60 1880.43 793.10 1318.98 1852.835693
364.01 860.52 1521.22 910.22 841.19 636.55 992.98 999999.00 941.75 843.09 1260.52 742.50 595.40 1351.04 1039.47 478.54 1633.77 1286.00 815.41 931.45 674.69 1508.94 524.02 264.20 865.85 1118.03 212.13 362.35 1182.962402
616.12 620.97 769.03 1160.69 233.45 306.10 1825.29 941.75 999999.00 953.36 1710.73 382.10 937.44 1584.93 1360.59 1167.78 1761.39 1438.37 1333.64 892.69 491.63 1785.39 1463.86 893.59 1549.52 326.96 1074.48 586.00 513.127686
629.36 359.03 1028.25 213.78 721.11 824.62 1148.56 843.09 953.36 999999.00 771.04 1091.65 261.73 641.95 411.95 580.52 865.33 514.78 488.36 144.22 475.39 839.34 1132.17 581.89 771.56 849.00 758.02 813.94 755.909973
1249.08 1129.69 1735.40 557.32 1482.73 1531.83 816.15 1260.52 1710.73 771.04 999999.00 1780.84 800.62 362.49 361.39 784.92 611.31 490.41 447.21 876.41 1220.04 353.55 1214.95 1038.70 501.20 1618.30 1068.32 1423.38 1508.409790
540.37 837.38 1149.35 1271.38 499.30 269.26 1718.40 742.50 382.10 1091.65 1780.84 999999.00 980.61 1730.78 1461.64 1105.49 1951.33 1605.52 1356.24 1079.12 629.68 1924.16 1253.99 805.05 1514.00 700.93 926.55 400.25 870.919128
456.95 466.90 1194.74 325.58 724.22 732.46 968.76 595.40 937.44 261.73 800.62 980.61 999999.00 788.16 491.93 340.15 1053.61 700.36 396.23 383.28 452.22 967.47 875.73 331.21 631.35 924.39 496.49 639.53 884.138000
1238.22 967.47 1467.31 466.48 1351.48 1465.37 1141.10 1351.04 1584.93 641.95 362.49 1730.78 788.16 999999.00 312.41 918.10 300.83 167.63 586.00 694.62 1116.83 201.00 1435.44 1096.59 775.24 1430.14 1192.02 1423.59 1288.759033
948.47 769.42 1385.71 200.00 1130.00 1203.04 934.08 1039.47 1360.59 411.95 361.39 1461.64 491.93 312.41 999999.00 609.02 605.39 292.75 294.28 515.46 873.67 477.07 1141.80 787.46 541.29 1257.18 880.06 1131.46 1148.259521
574.89 796.30 1526.34 539.35 984.78 905.21 662.87 478.54 1167.78 580.52 784.92 1105.49 340.15 918.10 609.02 999999.00 1214.33 887.69 346.55 715.68 726.22 1055.51 561.43 300.67 410.00 1220.25 284.25 710.28 1206.150879
1488.39 1142.32 1511.99 728.35 1531.01 1682.38 1421.27 1633.77 1761.39 865.33 611.31 1951.33 1053.61 300.83 605.39 1214.33 999999.00 354.68 886.40 877.27 1323.78 275.14 1736.26 1374.41 1068.88 1561.79 1483.85 1674.31 1396.065918
1134.06 817.86 1299.73 376.43 1205.40 1337.54 1208.39 1286.00 1438.37 514.78 490.41 1605.52 700.36 167.63 292.75 887.69 354.68 999999.00 586.94 545.71 982.34 361.25 1431.36 1024.50 822.98 1270.35 1146.12 1320.04 1124.455444
817.43 819.88 1516.44 326.50 1118.26 1120.04 679.78 815.41 1333.64 488.36 447.21 1356.24 396.23 586.00 294.28 346.55 886.40 586.94 999999.00 629.36 846.46 710.63 850.94 592.37 288.44 1301.88 630.32 984.89 1234.220459
671.19 272.95 890.22 331.21 659.70 809.94 1292.75 931.45 892.69 144.22 876.41 1079.12 383.28 694.62 515.46 715.68 877.27 545.71 629.36 999999.00 449.44 895.60 1258.97 678.97 914.39 746.73 870.52 848.12 633.245605
320.16 228.25 852.35 674.76 272.03 360.56 1388.09 674.69 491.63 475.39 1220.04 629.68 452.22 1116.83 873.67 726.22 1323.78 982.34 846.46 449.44 999999.00 1314.72 1140.61 507.74 1078.38 495.18 720.69 452.22 514.781494
1422.39 1168.42 1652.45 653.91 1551.93 1660.27 1169.66 1508.94 1785.39 839.34 353.55 1924.16 967.47 201.00 477.07 1055.51 275.14 361.25 710.63 895.60 1314.72 999999.00 1539.51 1262.10 841.55 1630.00 1336.90 1606.55 1485.698486
864.00 1280.82 1990.60 1098.95 1346.18 1159.74 619.84 524.02 1463.86 1132.17 1214.95 1253.99 875.73 1435.44 1141.80 561.43 1736.26 1431.36 850.94 1258.97 1140.61 1539.51 999999.00 635.61 718.40 1616.97 420.48 886.17 1654.690308
282.31 650.00 1355.18 648.15 735.53 614.65 935.20 264.20 893.59 581.89 1038.70 805.05 331.21 1096.59 787.46 300.67 1374.41 1024.50 592.37 678.97 507.74 1262.10 635.61 999999.00 710.28 994.89 215.41 410.00 1020.000000
978.67 1086.00 1796.55 614.00 1348.52 1304.19 395.60 865.85 1549.52 771.56 501.20 1514.00 631.35 775.24 541.29 410.00 1068.88 822.98 288.44 914.39 1078.38 841.55 718.40 710.28 999999.00 1555.54 655.21 1120.18 1504.160889
756.64 490.41 451.77 1062.31 278.57 543.32 1880.43 1118.03 326.96 849.00 1618.30 700.93 924.39 1430.14 1257.18 1220.25 1561.79 1270.35 1301.88 746.73 495.18 1630.00 1616.97 994.89 1555.54 999999.00 1202.08 800.81 198.494293
